Abstract,Label
"Chronic kidney disease (CKD) and osteoporosis (OP) frequently coexist, yet their shared molecular pathogenesis remains incompletely characterized. We sought to identify diagnostic gene signatures for CKD and OP through integrated bioinformatics analysis, developing machine learning-based predictive models and clinical nomograms. Transcriptomic datasets (GSE104948, GSE104954, GSE56814, GSE56815) were normalized and batch-corrected. Differential expression analysis identified cross-disease signatures, followed by gradient boosting machine (GBM) and random forest modeling. Nomograms were constructed and validated via ROC curves and calibration plots. Findings were corroborated through immune correlation analyses and an ovariectomy (OVX) mouse model with/without CKD. Shared differentially expressed genes (DEGs) revealed six hub genes (MSN, PCBP2, CHERP, EMG1, RALYL, ALDH1A1) with significant expression differences. The GBM model achieved robust predictive performance. The CKD nomogram demonstrated excellent discrimination (AUC discovery = 0.8915; validation = 0.9837), while the OP nomogram showed moderate discriminatory capacity (AUC discovery = 0.8085; validation = 0.65). Murine model studies confirmed CKD synergistically exacerbates OP progression. We establish a high-accuracy CKD diagnostic nomogram and identify critical gene signatures common to CKD and OP pathogenesis. While the OP model requires refinement, these findings provide clinically actionable tools for precision diagnosis and illuminate molecular mechanisms linking renal and skeletal pathology.",bioinformatics
"This study aims to elucidate the anti-tumor properties of rutin and its specific molecular mechanisms for inhibiting hepatocellular carcinoma (HCC) through the ferroptosis. The effects of rutin on HuH-7 cell proliferation, migration, invasion, and cell cycle progression were evaluated through in vitro experiments. By integrating bioinformatics analysis and network pharmacology, potential ferroptosis targets influenced by rutin in HCC were identified from the TCGA-LIHC database. A prognosis-related risk-scoring model was constructed and validated in the GEO14520 cohort and ICGC-LIRI-JP. Samples were categorized into high-risk and low-risk groups based on their scores. Enriched pathways within these different risk groups were explored using Gene Set Enrichment Analysis (GSEA) and Gene Set Variation Analysis (GSVA). Additionally, key targets of rutin-related ferroptosis in HCC cells were investigated through single-cell analysis and molecular docking studies. Rutin inhibited the proliferation, invasion, migration, and cell cycle progression of HCC cells in a dose-dependent manner. We constructed a risk model comprising five ferroptosis-related targets of rutin (FRTs-R): ACACA, AKR1C3, ALDH2, AR, and CDK1. This prognostic model was validated in the GEO14520 and ICGC datasets, revealing that the low-risk group had a better prognosis than the high-risk group. Furthermore, lipid metabolism pathway activity was up-regulated in the low-risk group. Single-cell analysis indicated specific expression of AKR1C3 in HCC cells, while molecular docking analysis showed that, among the five potential targets, AKR1C3 demonstrated the most stable binding affinity to rutin. Our findings suggest that rutin may modulate ferroptosis in HCC, with rutin associated ferroptosis genes implicated in disease biology; moreover, the proposed risk scoring model shows promising prognostic utility in HCC.",bioinformatics
"Lung adenocarcinoma (LUAD) is the most prevalent subtype of nonsmall cell lung cancer. Cigarette smoking, the primary etiological factor, introduces mutagenic and epigenetic changes that promote tumorigenesis, with nicotine acting as a key bioactive component modulating cellular signaling rather than directly causing mutations. In this study, differential transcriptomic profiling of smoker and nonsmoker LUAD samples from the PanCancer Atlas identified neurotensin (",bioinformatics
"Multiple myeloma is a common malignant tumor of the hematologic system, and genetic alterations play a crucial role in its occurrence and development. Ferroptosis is an oxidative and iron-dependent programmed cell death, which has a strong correlation with tumor development. This study aimed to identify potential diagnostic ferroptosis-related genes of MM. MM datasets were screened from the GEO database using publicly available transcriptomic data. Ferroptosis-related hub genes were identified through enrichment analysis, WGCNA, and machine learning algorithms. ROC curves, boxplots, RT-qPCR, and ELISA were conducted to validate the expression levels of these hub genes. A total of 178 ferroptosis-related DEGs were identified, including 114 up-regulated genes and 64 down-regulated genes. Enrichment analysis indicated that the DEGs were primarily associated with stress, autophagy, and metabolism. According to the WGCNA, the brown module has the highest correlation with clinical symptoms, containing 1141 DEGs. Combining with the identified ferroptosis-related DEGs, two hub genes of CDKN1A and BCAT2 were identified by multiple bioinformatics techniques of LASSO, SVM, and Random Forest. ROC curves demonstrated strong diagnostic values in CDKN1A (test set, AUC = 0.881; validation set, AUC = 0.705) and BCAT2 (test set, AUC = 0.808; validation set, AUC = 0.756). RT-qPCR confirmed that the mRNA expression levels of CDKN1A and BCAT2 in three MM cells (RPMI 8226, WT-U266, and LP-1) were both significantly higher than the control HMy2.CIR cell line (p < 0.05). ELISA quantification revealed significantly elevated relative expression of CDKN1A protein in the MM cohort compared to healthy controls (p < 0.01), but the protein expression of BCAT2 exhibited comparable levels (p > 0.05). Our results suggest that CDKN1A and BCAT2 are potential ferroptosis-related biomarkers for MM. This may help understand the molecular mechanisms and therapeutic strategies of MM.",bioinformatics
"Acute myeloid leukemia (AML) is a highly aggressive hematological malignancy characterized by the rapid proliferation of abnormal myeloid cells in the bone marrow. Despite advances in chemotherapy and targeted therapies, drug resistance and high relapse rates remain the major challenges in AML treatment. Accumulating evidence indicates that bone marrow mesenchymal stem cells (MSCs)-mediated microenvironment changes play a crucial role in the pathogenesis of AML and may contribute to the therapeutic challenges of current treatment strategies. In this study, we further characterized the role and revealed the molecular mechanism of AML-derived MSCs (AML-MSCs) in AML pathogenesis. We found that AML-MSCs significantly promoted AML cell proliferation and inhibited apoptosis, primarily through direct cell-to-cell contact. Bioinformatics analysis of multiple sequencing datasets revealed that decorin (DCN), encoding a core extracellular matrix protein, is significantly upregulated in AML-MSCs. DCN could enhance AML cell viability through functional interplay with matrix metalloproteinase-2 (MMP2) in AML cells. Both inhibition of DCN in AML-MSCs and MMP2 in AML cells significantly attenuated the supportive effect of AML-MSCs on AML cells. These findings provide novel insights into the role of MSC-mediated bone marrow microenvironment remodeling in AML pathogenesis and highlight DCN and MMP2 as potential therapeutic targets for AML treatment.",bioinformatics
"This study aimed to investigate the differentially expressed microRNAs in erosive oral lichen planus, followed by analyzing how the overexpression of identified miR-516a-5p influences human oral mucosal fibroblasts. High-throughput sequencing using tissues from patients and healthy individuals identified varying microRNA expression profiles in erosive oral lichen planus tissues. Bioinformatics analysis subsequently revealed the enriched pathways and targeted genes involved. In vitro experiments were performed to confirm the validity of bioinformatic findings. A total of 82 microRNAs were differentially expressed in erosive oral lichen planus tissues. These microRNAs are mainly linked to T helper cell differentiation that enriched in MAPK signaling pathways, as well as targeting mRNAs like MAPK11. Overexpression of miR-516a-5p resulted in a statistically significant decrease in MAPK11 mRNA level in human oral mucosal fibroblasts. Overexpression of miR-516a-5p increased TNF-α and IFN-γ levels, whereas it decreased IL-4, IL-6, IL-10, and IL-13 levels. Overexpression of miR-516a-5p enhanced both the proliferation and migration of human oral mucosal fibroblasts. The miR-516a-5p overexpression in patients with erosive oral lichen planus may contribute to the imbalance of T helper 1/2 cell-associated inflammatory cytokine expression in human oral mucosal fibroblasts by targeting MAPK11 mRNA, promoting their proliferative and migratory capacities.",bioinformatics
"Persistent infections with high-risk human papillomavirus (HR-HPV) are the primary cause of vaginal/cervical squamous intraepithelial neoplasia (VAIN/CIN) and cervical cancer (CC), with the prevalence of infection escalating alongside disease severity. Notably, the α-9 HPV species was responsible for 58.20% of all HR-HPV infections in our study. Given the absence of therapies to eradicate established infections, developing effective therapeutic vaccines is a critical priority. The HPV E6 oncoprotein represents an ideal target for such immunotherapies. In this study, we used a comprehensive in silico approach to identify and characterize potential T-lymphocyte epitopes from the E6 proteins of α-9 HR-HPV, which was predominant in our study cohort. Our integrated bioinformatics pipeline encompassed sequence analysis for conservation, followed by rigorous prediction of antigenicity, allergenicity, proteasomal processing, TAP transport efficiency, and immunogenicity. Through this systematic screening, we identified a panel of epitope candidates predicted to have a high potential for eliciting a robust and specific immune response. While these predictions provide a powerful theoretical foundation, it must be stressed that they constitute computational hypotheses requiring mandatory experimental validation. Our findings do not constitute functional epitopes but rather offer a prioritized, evidence-based roadmap for future laboratory investigations. This work significantly accelerates the rational design of HPV therapeutic vaccines by narrowing the focus to the most viable candidates, thereby conserving substantial time and resources in the downstream experimental verification process.",bioinformatics
"Inflammation plays a critical role in cancer initiation and progression by modulating the tumor microenvironment and immune responses. Interleukin-1 receptor-associated kinase 2 (IRAK2) is a key mediator of the Toll-like receptor and interleukin-1 receptor signaling pathways, its pan-cancer expression patterns, genomic and epigenetic features, immune-related roles, and clinical relevance remain unclear. The expression patterns of IRAK2 across multiple cancer types, transcript variants, single-cell distribution, prognostic significance, and biological functions were comprehensively evaluated through analyses of multiple databases and multi-dimensional datasets. Furthermore, the correlations of IRAK2 with the immune microenvironment, epigenetic modifications, and drug sensitivity were investigated. The potential role of IRAK2 in hepatocellular carcinoma was further explored through both in vitro and in vivo experiments. Aberrant expression of IRAK2 was observed in the majority of cancer types, with a relatively high proportion of expression detected in macrophages, and was found to be associated with the prognosis of certain cancers. In most cancer types, IRAK2 expression showed significant correlations with immune cell infiltration, the cancer-immunity cycle, major histocompatibility complex molecules, immune checkpoints, tumor mutational burden, microsatellite instability, RNA modifications (including m1A, m5C, and m6A), and DNA methylation sites. Both in vitro and in vivo experiments demonstrated that knockdown of IRAK2 markedly reduced the proliferative capacity of hepatocellular carcinoma cells. The present study highlights the potential of IRAK2 expression as a novel biomarker for predicting the prognosis and immunotherapeutic response across various human cancers.",bioinformatics
Early intervention in neuropathic pain can effectively delay its chronicity. Sigma non-opioid intracellular receptor 1 (SIGMAR1) is upregulated in the spinal dorsal horn during the development of spared nerve injury (SNI)-induced neuropathic pain. Methylated RNA immunoprecipitation confirmed that the SIGMAR1 upregulation was driven by mRNA N,bioinformatics
"The use of anesthetics may cause damage to the human nervous system, leading to cognitive and motor dysfunction in severe cases. The role of lncRNAs in anesthesia-induced nerve injury have been reported, but their specific regulatory mechanism remains to be explored. By analyzing the GSE160299 and GSE235357 datasets, LINC01187 was screened as our target lncRNA. With the aid of bioinformatics methods, hsa-miR-6069 and IGF2BP3 were predicted as possible downstream molecules of LINC01187. Their expressions were detected by RT-qPCR or western blotting. The dual-luciferase reporter assay was used to determine the targeted association among them. The CCK-8, Annexin V/PI staining, and ROS detection kit were used to evaluate the viability, apoptosis, and oxidative damage of cells. The Rota-Rod and Morris water maze tests were used to measure the motor and learning abilities of rats. LINC01187 showed a low expression in propofol (PPF)- or ketamine (KTM)-treated human cortex neuron cells (hCNCs) and in the hippocampal tissues of KTM-treated rats. Overexpression therapy with LINC01187 alleviated the damage caused by KTM to the motor and learning abilities of rats. LINC01187 targeted hsa-miR-6069 and downregulated it. Hsa-miR-6069 inhibited IGF2BP3 expression by binding to its mRNA. The overexpression of LINC01187 rescued the viability decrease, apoptosis increase, and oxidative damage in PPF/KTM-induced hCNCs by inhibiting hsa-miR-6069 to promote IGF2BP3 expression. In conclusion, intrathecal injection therapy of the LINC01187 vector restored the impairment of motor and learning abilities in KTM-treated rats. LINC01187 protected nerve cells and rats from anesthetic-induced impairment by regulating the hsa-miR-6069/IGF2BP3 axis.",bioinformatics
"Colorectal cancer (CRC) remains a significant global health challenge, with an alarming increase in incidence, particularly in regions such as Iran. Despite notable progress in cancer research, the absence of reliable molecular biomarkers continues to limit early detection and effective therapeutic interventions. In this study, we applied an integrated systems biology approach to identify and prioritize circular RNAs (circRNAs) and protein-coding genes central to CRC pathogenesis. Bioinformatics analyses-including co-expression network construction and mutational profiling using TCGA datasets-were complemented by experimental validation through quantitative real-time PCR (qRT-PCR). Our findings revealed distinct dysregulation patterns among key circRNAs: hsa_circ_0001136 and hsa_circ_0005600 were significantly upregulated in tumor tissues, whereas hsa_circ_0003832 exhibited marked downregulation, consistent with a tumor-suppressive role. In the protein-coding gene subset, PSMC1 and HSP70 showed altered expression profiles and were further characterized by mutational burden and survival-related analyses. Collectively, these molecular signatures demonstrate strong potential for early CRC diagnosis and patient stratification. The integration of computational predictions with experimental evidence provides a robust framework for advancing precision oncology strategies in colorectal cancer.",bioinformatics
"Rheumatoid arthritis (RA) is marked by chronic synovial inflammation and systemic immune dysregulation, in which oxidative stress and pyroptosis play critical pathogenic roles. Salvianolic acid B (SalB), a major polyphenolic compound derived from Salvia miltiorrhiza, exhibits potent antioxidant and anti-inflammatory activities that confer therapeutic benefits in RA. To clarify SalB's therapeutic potential and underlying mechanisms in RA. The anti-RA effects of SalB were assessed in adjuvant-induced arthritis (AIA) rats and RA fibroblast-like synoviocytes (RA-FLS). Bioinformatics analysis was performed to identify the crucial regulatory pathways. The involvement of the Keap1-Nrf2 pathway and its downstream ROS-NLRP3-pyroptosis axis was examined using in vitro and in vivo approaches. SalB alleviated synovial inflammation, pannus formation, and joint damage in AIA rats. In RA-FLS, it suppressed tumor necrosis factor-α-induced proliferation, migration, invasion, and cytoskeletal remodeling. SalB enhanced Nrf2 nuclear translocation and upregulated the antioxidant enzymes NQO1 and HO-1, thereby reducing ROS accumulation and preventing ROS-dependent activation of the NLRP3 inflammasome. Consequently, cleavage of Caspase-1 and GSDMD and the release of IL-18 and IL-1β were diminished, alleviating pyroptosis and inflammation. Notably, pharmacological inhibition of Nrf2 by ML385 significantly attenuated the effects of SalB in vitro. Mechanistically, various experimental approaches, including cellular thermal shift assays, molecular docking, and mutational analyses, confirmed that SalB directly binds to Keap1 at Arg415 and disrupts its inhibitory interaction with Nrf2. SalB alleviates RA by mitigating oxidative stress and pyroptosis through Keap1-Nrf2/ROS/NLRP3 signaling. This study provides a solid mechanistic basis for SalB's future therapeutic research in RA.",bioinformatics
"Collagen-stimulating fillers, such as calcium hydroxyapatite (CaHA), poly-l-lactic acid (PLLA), and polycaprolactone (PCL), are widely used in regenerative medicine for skin rejuvenation. However, their precise molecular mechanisms are still poorly understood. Therefore, this study aimed to investigate the gene expression profiles and molecular interactions associated with CaHA, PLLA, and PCL, focusing on the key regulators: PPARG, VEGFA, BGLAP, and IL6. To this end, a systematic search was performed to identify genes related to the fillers. Scratch assays were conducted to assess cell migration, while RT-PCR of 14 genes and molecular docking analyses examined changes in gene expression and protein-ligand interactions. The results showed that CaHA interacted with PPARG and VEGFA, suggesting roles in metabolic and inflammatory regulation. PLLA significantly increased VEGFA expression in fibroblasts, while PCL modulated IL6 expression, impacting immunological pathways. Scratch assays revealed that PCL significantly increased fibroblast and epithelial cell migration, while PLLA inhibited this migration in both cell lines, increasing the wound area. In conclusion, each filler presents distinct molecular responses, allowing targeted applications in aesthetic and regenerative medicine. Understanding these mechanisms allows for optimized treatment strategies. Further research into their molecular pathways will increase their efficacy and safety.",bioinformatics
"Spinal cord injury (SCI) leads to secondary neuronal damage through inflammation and oxidative stress, yet the underlying regulatory mechanisms remain incompletely understood. This study identifies circ-Ttc3 as a protective regulator in SCI-associated neuronal injury using a lipopolysaccharide (LPS)-induced PC12 cell model. circ-Ttc3 expression was significantly downregulated following LPS treatment, while its overexpression restored cell viability, inhibited apoptosis, and suppressed proinflammatory cytokine expression and oxidative stress markers. Mechanistically, bioinformatics and RNA immunoprecipitation (RIP) assays identified RBFOX1 as a direct binding protein of circ-Ttc3. circ-Ttc3 increased RBFOX1 protein levels by enhancing its stability, as shown by cycloheximide chase assays. Functional rescue experiments further revealed that knockdown of RBFOX1 abrogated the protective effects of circ-Ttc3 on inflammation, oxidative stress, and neuronal apoptosis, supporting the existence of a circ-Ttc3/RBFOX1 regulatory axis. These findings demonstrate that circ-Ttc3 mitigates neuronal injury by stabilizing RBFOX1, thereby suppressing secondary injury mechanisms. This study highlights a novel circRNA-RNA binding protein (RBP) interaction underlying neuroprotection in LPS-induced oxidative stress and inflammation, and provides new insight into potential therapeutic targets for SCI intervention.",bioinformatics
"Pharmacogenomics (PGx) is a rapidly evolving field that aims to personalize medicine by identifying genetic variations that influence drug response. While next-generation sequencing (NGS)-based applications are not yet widely adopted in clinical routine, this study aimed to validate 9 genes of the NGS-based Ion AmpliSeq Pharmacogenomics Panel on 28 samples with known diplotypes for routine clinical implementation at Bumrungrad International Hospital (BIH). The panel was evaluated for accuracy (> 96.77%), sensitivity (100%), specificity (> 95.31%), positive predictive value (PPV; > 90.63%), negative predictive value (NPV; 100%), and reproducibility (> 99.85%). A novel bioinformatics pipeline, BIH-protocol, was specifically developed and designed to mitigate errors across all measurement metrics, ensuring reliability and accuracy of test results, even in individuals with complex genetic backgrounds. These results demonstrate 100% precision and reliability of the Ion AmpliSeq Pharmacogenomics Panel together with BIH-protocol for genetic variation detection. These findings demonstrate the panel's suitability for integration into routine clinical practice and its potential to advance personalized medicine.",bioinformatics
"Breast cancer is a leading cause of cancer-related mortality among women worldwide. Identifying reliable molecular biomarkers and therapeutic targets is crucial for improving early diagnosis and treatment strategies. This study aimed to identify and functionally validate key hub genes involved in breast cancer progression using an integrated bioinformatics and experimental approach. Three microarray datasets (GSE42568, GSE29431, and GSE21422) were retrieved from the GEO database to identify differentially expressed genes (DEGs). DEGs common across datasets were subjected to PPI network analysis using STRING and Cytoscape, and hub genes were identified via CytoHubba. The expression of hub genes was validated using RT-qPCR in six breast cancer and five normal epithelial cell lines. Methylation status, survival correlation, immune associations, and drug sensitivity were assessed via GSCA, cBioPortal, OncoDB, and TISIDB. Functional assays, including cell proliferation, colony formation, and wound healing assays were performed following gene overexpression in MCF-7 and T47D cells. Four hub genes (PPARG, LEP, CD36, and PLIN1) were consistently downregulated in breast cancer and showed higher promoter methylation. Their expression correlated with tumor progression, poor survival, immune infiltration, and drug sensitivity. Functional validation demonstrated that overexpression of each gene reduced proliferation, colony formation, and migration in vitro. Additionally, these genes exhibited subtype-specific immune interactions and drug response profiles, with PPARG emerging as a particularly strong therapeutic biomarker. This study identified and experimentally validated four hub genes as potential biomarkers and therapeutic targets in breast cancer. Their expression is regulated by methylation and contributes to tumor progression and immune modulation, highlighting their clinical utility in precision oncology.",bioinformatics
"PD-L1 immunotherapy plays a crucial role in cancer treatment, but PD-L1 peptide vaccines have low immunogenicity. A potent peptide derived from the spike protein of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has a significant adjuvant effect, which may increase the immunogenicity of the PD-L1 peptide. This study evaluates whether the PD-L1-SARS peptide enhances PD-L1 immunotherapy and analyzes its potential synergistic effects with anti-PD-L1 antibodies. In vivo experiments compared prevention, therapy, and combination therapy using PD-L1 versus PD-L1-SARS peptides in mice. Cytokine multiplex arrays, ELISpot, and IHC were used to evaluate adjuvant effects. Molecular docking (hypothesis-generating), RNA-seq, and LC-MS/MS were used to explore putative mechanisms. The PD-L1-SARS peptide enhanced the Th1 immune response and increased CD8 and Th17 cell infiltration, effectively inhibiting tumor growth and liver metastasis. Additionally, it promoted M1 macrophage polarization and improved anti-PD-L1 antibody efficacy. Proteomics and bioinformatic analyses were consistent with IFN-γ-linked pathways, and an exploratory docking screen nominated candidate receptors/pathways potentially connecting the adjuvant motif to innate sensing. Embedding a SARS-derived adjuvant-like motif within a PD-L1 peptide vaccine and delivering it in situ may re-condition the tumor microenvironment toward an immune-activating, Th1/Th17-biased state and complement PD-L1 blockade.",bioinformatics
"As critical precursors to colorectal cancer (CRC), high-risk colorectal adenomas (HR-CRAs) lack effective chemopreventive strategies beyond endoscopic resection. We previously established a standardized protocol for culturing patient-derived HR-CRA organoids (HR-CRA-PDOs), creating a robust platform for targeted drug discovery in colorectal premalignancy. Bioinformatics investigation was conducted to unveil the significant dysregulation of lipid metabolism in HR-CRAs. HR-CRA-PDOs were primarily cultured and exposed to gradient concentrations of atorvastatin, with drug responses evaluated with high-throughput and high-content imaging and ATP-based viability assays. Parallel in vivo validation utilized AOM/DSS-induced mouse model under either normal or high-fat diets. Histological and molecular analyses were conducted to evaluate adenoma dynamics, apoptosis, and lipid metabolism-related gene and protein expressions. Bioinformatics analysis of GEO database (GSE100179 and GSE161277) revealed that HR-CRAs are characterized by dysregulated lipid metabolism, particularly through the upregulation of fatty acid metabolism pathways. In vitro, atorvastatin significantly inhibited HR-CRA-PDO growth in a dose-dependent manner via apoptosis induction and proliferation arrest. Mechanistically, atorvastatin treatment led to significant alterations of gene expression in lipid metabolism pathways including ACOX1, ACOX2, FABP2, NRG1, PPAR-α and SREBF1, concomitant with stemness marker suppression in HR-CRA-PDOs. In vivo, atorvastatin markedly reduced CRA burden in AOM-DSS-induced mouse model, particularly demonstrating enhanced efficacy in high-fat diet contexts. This translational study establishes atorvastatin's dual mechanism in metabolic reprogramming and stemness inhibition, suggesting its potential as a therapeutic strategy for CRA prevention and treatment.",bioinformatics
"Glaucoma is characterized by the progressive degeneration of retinal ganglion cells (RGCs), the pathogenesis of which is still unknown. Many studies have reported that retinal glial cells play an important role in neuron degeneration, but the underlying mechanisms are not well defined. Systematic analysis at the single-cell level is crucial for better understanding the molecular alterations in major retinal cell types and the interactions between glial cells and RGCs during disease progression. Here, we performed single-cell RNA sequencing (scRNA-seq) on OPTN E50K mutant mice, an in vivo model of normal tension glaucoma (NTG), of different ages and analyzed them by bioinformatics methods to obtain a complete gene expression profile of retinal cells in NTG. We identified the transcriptional signatures of RGCs and changes in their cellular interactions with glial cells during NTG development. Microglia were initially reactive in the early stage of NTG and progressively increased TNF-α expression with age, contributing to retinal degeneration, in which the CD74-MIF pathway played an important role. In addition, Müller cells interacted with microglia and became reactive in NTG. Our study provides a detailed analysis of RGCs and retinal glial cells and enhances the understanding of the mechanism of optic nerve damage during NTG progression, suggesting promising new targets for diagnostic and future therapeutic strategies.",bioinformatics
"Oral squamous cell carcinoma (OSCC) is characterized by difficulties in early diagnosis and poor prognosis. m6A methylation regulators are closely associated with tumor progression, yet their prognostic value and mechanisms in OSCC remain unclear. This study was to analyze the expression patterns of m6A regulators in OSCC and their association with prognosis, elucidate their mechanisms in OSCC progression, and provide a basis for diagnosis and treatment. The expression patterns and prognostic value were analyzed using the following bioinformatics methods: the optimal cluster number k = 2 was determined based on the silhouette coefficient, and K-means clustering was employed for sample subtype classification; the cut-off values for high/low gene expression were defined by combining the ROC curve method and the tertile method, with Kaplan-Meier (KM) survival analysis and the Log-rank test used to compare survival differences between groups; univariate Cox regression was applied to screen for potential prognostic factors, followed by multivariate Cox regression with a forward selection method to identify independent prognostic factors; the limma package was used to identify differentially expressed genes (DEGs), and the biological functions of these DEGs were annotated through GO (biological process/cellular component/molecular function) and KEGG enrichment analyses; clinical, gene, and combined models were constructed, and the C-index and Delong test were utilized to evaluate the predictive performance of the models. OSCC samples were classified into Group A (n = 142) and Group B (n = 83). The 5-year survival rate (SR) of Group A (70.24 %) was significantly higher than that of Group B (60.76 %) (Hazard ratio (HR) = 1.58, P = 0.001). Highly correlated gene pairs such as methyltransferase-like 3 (METTL3) and METTL14 (r = 0.78) and fat mass and obesity-associated protein (FTO) and AlkB homolog 5 (ALKBH5) (r = 0.65) were consistently validated in an independent dataset. METTL3 (adjusted HR = 1.38, P = 0.008), FTO (adjusted HR = 1.42, P = 0.015), and YTHDF1 (adjusted HR = 1.51, P = 0.004) were identified as independent predictors of poor prognosis. DEGs were enriched in immune response, cell cycle, and PI3K-Akt/MAPK signaling pathways. The combined model incorporating these three genes and clinical variables demonstrated the highest C-index (0.72), with HR fluctuations <15 %, indicating robust results. Multivariate Cox regression confirmed that METTL3, FTO, and YTHDF1 are associated with an unfavorable prognosis in OSCC patients, suggesting their potential as independent prognostic biomarkers. The m6A methylation regulators may contribute to OSCC progression by modulating immune responses, the cell cycle, and the PI3K-Akt/MAPK signaling pathway, indicating preliminary potential targets for precision therapy. However, further experimental validation is required in the future.",bioinformatics
"Oral cancer poses a significant health challenge in Southeast Asia, with a high incidence and mortality. Despite extensive genomic research, a molecular classification for this disease is lacking. This study aimed to address this gap by proposing a molecular classification of oral cancer based on genetic alterations. We conducted a comprehensive literature search on PubMed, identifying 8176 articles related to oral cancer genomics. From these, we selected studies focusing on genomics and compiled a list of 48 genes implicated in carcinogenesis, cross-referencing our findings with the TCGA database. Using cluster analysis and gene ontology, we grouped these genes by function and interactions, and then constructed protein-protein interaction networks to develop our proposed classification. Our results categorize the genes into five main groups: cell-cycle dysregulation (including growth activation and apoptotic dysregulation), immune-mediated, xenobiotic metabolism-associated, inflammatory pathway activation, and viral protein activation. Cell-cycle dysregulation was the most frequently studied, affecting over 60 % of cases, with TP53 being the most common alteration. While immune-mediated and inflammatory pathways are recognized for their therapeutic relevance, xenobiotic and viral mechanisms remain less explored. This review provides the first molecular classification of oral cancer, identifying five key carcinogenic pathways. This framework is expected to improve our understanding of the molecular diversity of oral cancer and guide the development of targeted therapies, especially for understudied pathways like xenobiotic metabolism and inflammation.",bioinformatics
"Oral squamous cell carcinoma (OSCC) is a prevalent head and neck malignancy for which surgical resection remains the primary therapeutic approach. Although immunotherapy, particularly immune checkpoint blockade targeting PD-1/PD-L1, has been revolutionary, only a small number of patients with OSCC have clinically benefited from it. Therefore, elucidating the molecular mechanisms underlying OSCC progression and immune evasion is crucial. RuvB-like AAA ATPase 1 (RUVBL1) has been implicated in diverse biological processes and modulates tumour immunity. Little is known regarding the function of RUVBL1 and its mechanism of action in OSCC. In this study, we aimed to understand RUVBL1 regulation in OSCC tissues and how expression correlates with patient prognosis. We conducted bioinformatics analysis, functional assays in vitro, co-culture experiments, and murine xenograft models, along with validation in clinical samples. To investigate the underlying mechanism, transcriptome sequencing and biochemical as well as molecular analyses were utilized. RUVBL1 promotes tumour growth and regulates the tumour microenvironment by controlling PD-L1 expression by targeting the rapamycin kinase (mTOR) pathway, thereby impairing both the infiltration and effector function of T cells in OSCC. Pharmacological inhibition of RUVBL1 with CB6644 suppressed tumour growth and synergised with PD-L1 blockade and conventional therapy. Collectively, these findings identify RUVBL1 as a critical driver of OSCC progression and immune modulation. Our findings highlight the potential of RUVBL1 as a prognostic biomarker and therapeutic target to enhance treatment efficacy.",bioinformatics
"To investigate the different expression patterns of circular RNAs (circRNAs) in the serum of patients with intervertebral disc degeneration (IDD). The circRNA microarrays were utilized to detect differential expression profiles in the serum of patients with IDD. Bioinformatics tools such as Gene Ontology analysis, Venn analysis, and protein-protein interaction (PPI) network construction were employed to identify functional molecules potentially linked to IDD. The interaction among 00, miR-205-5p, and cyclic-AMP (cAMP)-response element-binding protein 1 (CREB1) was validated using qRT-PCR and immunohistochemistry (IHC). A total of 401 differentially expressed circRNAs were identified, with circRNA_103372 showing a significant down-regulation in nucleus pulposus (NP) tissues and serum of patients with IDD (FC = 3.23, p = 0.007). Subsequently, an interaction network involving circRNA_103372-miR-205-5p-CREB1 was constructed. Furthermore, qRT-PCR validation demonstrated that in degenerated human NP cells, both circRNA_103372 and CREB1 were downregulated, whereas hsa-miR-205-5p was upregulated. Furthermore, IHC confirmed the expression pattern of CREB1 in both rat and human IDD samples, revealing a significant reduction in CREB1 expression. Serum circRNA_103372 is significantly down-regulated in patients with IDD and may be a novel, non-invasive circulating biomarker for IDD.",bioinformatics
"This study aims to investigate the role and underlying mechanisms of genes related to cuproptosis in head and neck squamous cell carcinoma (HNSCC). We obtained the HNSCC-related datasets, and analyzed differentially expression genes (DEGs). This was followed by enrichment analysis and immune infiltration assessment of the differential genes. We used The GSE286234 dataset as a training set to extract differentially expressed cuproptosis-related genes (CRGs), and the expression levels of differentially expressed CRGs, as well as the correlations among them, were analyzed. The SHAP algorithm was applied to identify CRGs associated with HNSCC, followed by Gene Set Variation Analysis (GSVA) and Gene Set Enrichment Analysis (GSEA) on the identified CRGs. The molecular mechanisms of CRGs were validated through in vitro cellular experiments, including Western Blotting, qRT-PCR, and CCK-8 assays. Cyclin dependent kinase inhibitor 2 A (CDKN2A) was identified as a potential biomarker for HNSCC. CDKN2A is expressed at low levels in HNSCC patients and is closely associated with immune response and the cell cycle. Interfering with CDKN2A enhanced cancer cell activity. Based on CuCl2-induced cuproptosis in cancer cells, transfection with overexpression vector for CDKN2A (OECDKN2A) indicated that CDKN2A mediated cuproptosis by activating antioxidant protective signals. This study identifies CDKN2A as a suppressor gene for HNSCC, which could serve as a potential biomarker for the diagnosis and treatment of this disease. Additionally, it was noted that CDKN2A mediates the occurrence of cuproptosis by activating antioxidant protective signals.",bioinformatics
